t xx yy zz xxIn yyIn zzIn xxOut yyOut zzOut wptRefX wptRefY wptRefZ
116 0.220962208515333 0.452711834301485 0.010462614631215 0.1957055000695 0.399027681805663 -0.0434887942494486 0.246218916961167 0.506395986797306 0.0644140235118786 0.204256625219 0.456376194662 0
117 0.217703655683788 0.453995349662788 0.0111240929713142 0.190084745591002 0.4003522249465 -0.0428620766212873 0.245322565776574 0.507638474379075 0.0651102625639157 0.199689616214 0.458392906987 0
118 0.212723632553667 0.456137976985212 0.0107090135695449 0.185838771500629 0.40239322386023 -0.043984084153642 0.239608493606704 0.509882730110194 0.0654021112927317 0.195083819629 0.460371918474 0
119 0.208454096903394 0.457782257037909 0.0110956210431691 0.181423496782097 0.404436132535695 -0.0435929232677708 0.235484697024691 0.511128381540123 0.065784165354109 0.190469766146 0.462299976405 0
120 0.203782590932152 0.459556984457667 0.0111210572741661 0.175745379139391 0.405776303994079 -0.043605541923191 0.231819802724912 0.513337664921254 0.0658476564715231 0.185838320475 0.464181126979 0
121 0.198721173218545 0.461559240839545 0.0114143566591982 0.171472660341869 0.408393467889401 -0.0435482870929833 0.225969686095222 0.51472501378969 0.0663770004113797 0.181185743676 0.466016873395 0
122 0.193446985696879 0.463452768972333 0.0109774340657594 0.16615252424605 0.409466343836954 -0.0438802017953889 0.220741447147708 0.517439194107713 0.0658350699269077 0.176514199888 0.467806303119 0
123 0.18988373966003 0.464749059493606 0.0107311753197043 0.162016093123363 0.411022030824284 -0.0447042397951086 0.217751386196698 0.518476088162928 0.0661665904345173 0.171829240822 0.469547347984 0
124 0.184044396634212 0.46708671244103 0.00960137865530221 0.157843659102101 0.413513862526379 -0.0466824867177599 0.210245134166323 0.520659562355681 0.0658852440283643 0.167121944289 0.471243308427 0
125 0.178903511317333 0.468745781072515 0.00990609501809818 0.151522638650743 0.415829685766174 -0.0465030226672915 0.206284383983924 0.521661876378856 0.0663152127034878 0.162405297077 0.47288954258 0
126 0.174579045375212 0.470223657821152 0.00965696288867636 0.146502689054652 0.416810259538216 -0.0468324919319923 0.202655401695772 0.523637056104087 0.0661464177093451 0.157676905873 0.474487084497 0
127 0.170076640809394 0.471603448769697 0.00955835509145727 0.14177531307446 0.418593670436788 -0.0473600916506639 0.198377968544328 0.524613227102606 0.0664768018335784 0.15291453086 0.476043218891 0
128 0.164747917047545 0.473262658437788 0.00988356465601848 0.135945365481169 0.420139501035908 -0.0473440319960831 0.193550468613922 0.526385815839668 0.06711116130812 0.148160541182 0.477544190664 0
